"10091","683","480","903","334"
"10092","683","586","680","336"
"10093","683","932","447","113"
"10094","683","789","314","268"
"10095","683","707","133","186"
"10096","683","907","137","206"
"10097","683","863","17","230"
"10098","683","830","99","290"
"10099","683","815","29","234"
"10100","683","702","-20","434"
"10101","683","286","86","197"
"10102","683","514","177","297"
"10103","683","858","127","905"
"10104","683","1348","134","153"
"10105","683","1090","194","148"
"10106","683","876","138","210"
"10107","683","794","25","191"
"10108","683","428","256","121"
"10109","683","469","161","675"
"10110","683","847","128","160"
"10111","683","699","277","162"
"10112","683","802","416","173"
"10113","683","694","365","171"
"10114","683","1248","311","188"
"10115","683","677","229","384"
"10116","683","782","260","238"
"10117","683","663","293","327"
"10118","683","635","207","136"
"10119","683","800","254","147"
"10120","683","426","117","285"
"10121","683","947","277","134"
"10122","683","583","327","101"
"10123","683","1140","242","129"
"10124","683","1120","274","122"
"10125","683","784","109","198"
"10126","683","606","78","287"
"10127","683","701","203","126"
"10128","683","876","177","227"
"10129","683","737","176","168"
"10130","683","502","211","434"
"10131","683","830","195","126"
"10132","683","900","220","102"
"10133","683","950","209","106"
"10134","683","793","201","125"
"10135","683","739","236","408"
"10136","683","1219","204","196"
"10137","683","1065","226","125"
"10138","683","1040","336","162"
"10139","683","1081","326","139"
"10140","683","807","397","102"
"10141","683","524","545","386"
"10142","683","325","646","133"
"10143","683","461","670","186"
"10144","683","651","589","249"
"10145","683","851","352","252"
"10146","683","826","223","192"
"10147","683","1012","419","161"
"10148","683","801","333","118"
"10149","683","789","328","211"
"10150","683","889","286","105"
"10151","683","891","311","127"
"10152","683","740","320","136"
"10153","683","893","358","623"
"10154","683","492","344","394"
"10155","683","673","318","204"
"10156","683","855","350","411"
"10157","683","683","318","181"
"10158","683","800","350","137"
"10159","683","678","385","200"
"10160","683","835","433","159"
"10161","683","876","388","282"
"10162","683","819","404","125"
"10163","683","677","377","256"
"10164","683","813","343","101"
"10165","683","571","355","202"
"10166","683","709","363","195"
"10167","683","576","429","695"
"10168","683","982","353","120"
"10169","683","1090","393","159"
"10170","683","930","393","140"
"10171","683","668","349","134"
"10172","683","794","362","136"
"10173","683","595","379","299"
"10174","683","748","281","220"
