"6885","657","870","134","108"
"6886","657","1019","160","145"
"6887","657","1129","220","125"
"6888","657","769","277","102"
"6889","657","721","280","138"
"6890","657","881","464","153"
"6891","657","924","68","119"
"6892","657","996","-73","138"
"6893","657","490","273","120"
"6894","657","299","539","115"
"6895","657","452","310","163"
"6896","657","610","162","100"
"6897","657","518","176","115"
"6898","657","471","296","116"
"6899","657","489","69","224"
"6900","657","691","452","145"
"6901","657","790","542","148"
"6902","657","999","235","107"
"6903","657","1490","364","189"
"6904","657","1222","207","103"
"6905","657","1500","739","102"
"6906","657","977","529","118"
"6907","657","318","212","136"
"6908","657","478","190","166"
"6909","657","639","414","111"
"6910","657","574","107","114"
"6911","657","472","494","130"
"6912","657","632","433","166"
"6913","657","601","278","122"
"6914","657","539","350","187"
"6915","657","781","493","115"
"6916","657","693","511","114"
"6917","657","722","616","106"
"6918","657","565","373","153"
"6919","657","278","564","111"
"6920","657","391","512","146"
"6921","657","952","749","105"
"6922","657","1344","628","152"
"6923","657","363","627","105"
"6924","657","484","864","104"
"6925","657","33","912","111"
"6926","657","123","861","246"
"6927","657","128","748","258"
"6928","657","1720","973","185"
"6929","657","1526","750","128"
"6930","657","428","265","131"
"6931","657","772","10","196"
"6932","657","1195","460","157"
"6933","657","1206","701","180"
"6934","657","1123","591","197"
"6935","657","267","985","106"
"6936","657","1077","814","114"
"6937","657","935","536","127"
"6938","657","1143","491","103"
"6939","657","2037","1067","141"
"6940","657","1384","544","111"
"6941","657","1268","584","101"
"6942","657","1554","332","111"
"6943","657","1136","6","195"
"6944","657","1079","755","142"
"6945","657","865","783","110"
"6946","657","1135","536","123"
"6947","657","441","519","180"
"6948","657","749","521","130"
"6949","657","638","569","107"
"6950","657","626","596","130"
"6951","657","490","889","156"
"6952","657","521","671","191"
"6953","657","729","635","324"
"6954","657","975","726","116"
"6955","657","837","468","102"
"6956","657","492","293","134"
"6957","657","787","290","141"
"6958","657","806","311","148"
"6959","657","604","281","108"
"6960","657","492","206","130"
"6961","657","601","96","111"
"6962","657","428","350","118"
"6963","657","416","285","163"
"6964","657","382","273","108"
"6965","657","385","424","117"
"6966","657","408","186","187"
"6967","657","336","375","129"
"6968","657","598","327","110"
"6969","657","395","349","165"
"6970","657","894","512","126"
"6971","657","516","321","213"
"6972","657","475","207","108"
"6973","657","807","432","114"
"6974","657","2022","-50","102"
"6975","657","1736","928","120"
"6976","657","1206","327","105"
"6977","657","855","478","123"
"6978","657","975","562","115"
"6979","657","1013","286","210"
"6980","657","708","453","110"
"6981","657","602","476","103"
"6982","657","520","304","125"
"6983","657","874","480","145"
"6984","657","1059","294","140"
"6985","657","1472","437","104"
"6986","657","1412","545","104"
"6987","657","794","92","104"
"6988","657","1300","118","107"
