"15018","692","204","493","112"
"15019","692","1632","138","138"
"15020","692","1439","354","131"
"15021","692","1380","397","101"
"15022","692","610","456","148"
"15023","692","1379","630","204"
"15024","692","358","986","120"
"15025","692","428","376","161"
"15026","692","297","477","214"
"15027","692","406","582","187"
"15028","692","538","708","397"
"15029","692","462","511","423"
"15030","692","569","477","127"
"15031","692","335","477","179"
"15032","692","268","463","107"
"15033","692","365","563","268"
"15034","692","191","555","122"
"15035","692","184","580","186"
"15036","692","313","504","188"
"15037","692","298","488","238"
"15038","692","327","516","290"
"15039","692","325","663","270"
"15040","692","187","531","171"
"15041","692","244","501","108"
"15042","692","122","558","113"
"15043","692","350","546","187"
"15044","692","261","545","200"
"15045","692","265","532","158"
"15046","692","463","466","117"
"15047","692","333","649","429"
"15048","692","349","518","141"
"15049","692","173","619","239"
"15050","692","562","456","161"
"15051","692","1151","306","194"
"15052","692","1052","372","185"
"15053","692","1166","347","243"
"15054","692","875","373","150"
"15055","692","888","310","122"
"15056","692","1054","300","115"
"15057","692","1145","255","305"
"15058","692","958","304","188"
"15059","692","757","155","113"
"15060","692","865","201","108"
"15061","692","1109","376","107"
"15062","692","972","379","148"
"15063","692","1095","288","119"
"15064","692","1086","408","144"
"15065","692","1117","341","141"
"15066","692","1271","356","196"
"15067","692","976","358","121"
"15068","692","1181","366","259"
"15069","692","1078","426","112"
"15070","692","947","447","419"
"15071","692","975","498","177"
"15072","692","1197","439","249"
"15073","692","1257","354","221"
"15074","692","994","414","157"
"15075","692","1114","416","118"
"15076","692","945","353","292"
"15077","692","938","364","197"
"15078","692","947","368","109"
"15079","692","1250","339","409"
"15080","692","64","489","123"
"15081","692","1232","144","284"
"15082","692","1395","160","151"
"15083","692","444","301","210"
"15084","692","214","271","154"
"15085","692","368","291","124"
"15086","692","190","373","141"
"15087","692","328","270","355"
"15088","692","454","373","342"
"15089","692","303","436","105"
"15090","692","232","382","298"
"15091","692","265","326","237"
"15092","692","291","355","262"
"15093","692","576","270","156"
"15094","692","460","292","128"
"15095","692","535","213","122"
"15096","692","445","326","123"
"15097","692","726","203","209"
"15098","692","884","269","106"
"15099","692","712","328","304"
"15100","692","1148","252","114"
"15101","692","1297","330","176"
"15102","692","1139","259","105"
"15103","692","913","267","135"
"15104","692","907","283","173"
"15105","692","901","272","126"
"15106","692","1098","271","106"
"15107","692","885","211","286"
"15108","692","903","269","104"
"15109","692","590","260","141"
"15110","692","1095","215","106"
"15111","692","992","187","114"
"15112","692","851","270","150"
"15113","692","1118","195","140"
"15114","692","911","259","156"
"15115","692","919","133","122"
"15116","692","1130","88","173"
"15117","692","1152","218","114"
"15118","692","699","384","124"
"15119","692","940","333","172"
"15120","692","800","365","113"
"15121","692","831","428","246"
"15122","692","721","319","153"
"15123","692","691","407","189"
"15124","692","843","390","291"
"15125","692","742","356","120"
"15126","692","860","374","120"
"15127","692","974","354","185"
"15128","692","1016","260","112"
"15129","692","1153","269","210"
"15130","692","1103","293","317"
"15131","692","1146","259","264"
"15132","692","1052","306","155"
"15133","692","1111","317","656"
"15134","692","311","715","136"
"15135","692","175","620","109"
"15136","692","533","583","176"
"15137","692","662","685","168"
"15138","692","300","544","152"
"15139","692","416","535","295"
"15140","692","551","547","179"
"15141","692","375","415","161"
