"7134","659","468","207","134"
"7135","659","402","95","118"
"7136","659","528","176","147"
"7137","659","545","317","171"
"7138","659","132","-28","132"
"7139","659","90","120","280"
"7140","659","39","-9","178"
"7141","659","179","45","142"
"7142","659","167","-22","104"
"7143","659","561","-76","110"
"7144","659","542","82","109"
"7145","659","856","439","117"
"7146","659","809","308","221"
"7147","659","1063","472","282"
"7148","659","1216","236","159"
"7149","659","1579","61","123"
"7150","659","1813","24","311"
"7151","659","1888","-74","171"
"7152","659","1850","137","243"
"7153","659","1964","132","163"
"7154","659","1433","498","137"
"7155","659","958","699","214"
"7156","659","1004","576","166"
"7157","659","974","447","115"
"7158","659","1047","537","129"
"7159","659","1015","662","529"
"7160","659","496","584","472"
"7161","659","452","526","105"
"7162","659","802","586","166"
"7163","659","510","628","179"
"7164","659","590","669","111"
"7165","659","682","750","202"
"7166","659","1011","733","123"
"7167","659","1132","739","151"
"7168","659","954","806","151"
"7169","659","1132","888","102"
"7170","659","843","706","158"
"7171","659","521","652","157"
"7172","659","616","849","111"
"7173","659","848","674","132"
"7174","659","1276","561","353"
"7175","659","1270","704","133"
"7176","659","1266","591","175"
"7177","659","1318","562","102"
"7178","659","1340","622","110"
"7179","659","1349","473","118"
"7180","659","1453","769","285"
"7181","659","1311","573","290"
"7182","659","1307","679","134"
"7183","659","1428","711","141"
"7184","659","1130","627","212"
"7185","659","1331","756","243"
"7186","659","1243","744","232"
"7187","659","1074","515","107"
"7188","659","435","18","117"
"7189","659","529","86","150"
"7190","659","732","793","110"
"7191","659","687","818","141"
"7192","659","1107","776","152"
"7193","659","1195","656","333"
"7194","659","594","825","116"
"7195","659","616","802","106"
"7196","659","580","684","224"
"7197","659","613","370","181"
"7198","659","683","323","173"
"7199","659","603","340","106"
"7200","659","720","333","154"
"7201","659","938","396","118"
"7202","659","771","481","251"
"7203","659","664","434","133"
"7204","659","353","507","139"
"7205","659","-38","658","254"
"7206","659","68","695","106"
"7207","659","2","811","104"
"7208","659","460","229","112"
"7209","659","415","-10","100"
"7210","659","444","-38","369"
"7211","659","747","99","111"
"7212","659","832","77","137"
"7213","659","477","130","120"
"7214","659","579","213","113"
"7215","659","558","202","126"
"7216","659","628","145","212"
"7217","659","433","149","245"
"7218","659","496","64","141"
"7219","659","615","-92","147"
"7220","659","394","-30","223"
"7221","659","401","72","118"
"7222","659","431","-77","105"
"7223","659","398","-91","140"
"7224","659","282","-76","160"
"7225","659","285","-59","122"
"7226","659","278","135","207"
"7227","659","256","130","320"
"7228","659","400","43","101"
"7229","659","644","233","132"
"7230","659","180","-146","121"
"7231","659","33","63","184"
"7232","659","-41","-37","117"
"7233","659","693","433","208"
"7234","659","806","414","129"
"7235","659","907","399","135"
"7236","659","823","591","151"
"7237","659","968","509","326"
"7238","659","1003","776","166"
"7239","659","704","672","245"
"7240","659","581","776","190"
